Order_ID,Order_Date,Product_Category,Customer_Location,Marketing_Channel,Supplier_ID,Price,Customer_Rating
O101253,2025-05-05,Home & Kitchen,Delhi,Direct,Supplier_11,941.87,4
O101254,2025-05-05,Books,Kolkata,Social Media,Supplier_19,4909.85,5
O101255,2025-05-05,Books,Delhi,Email,Supplier_4,1530.14,3
O101256,2025-05-05,Toys,Chennai,Search Engine,Supplier_19,4526.87,3
O101257,2025-05-05,Electronics,Hyderabad,Search Engine,Supplier_13,973.27,5
O101258,2025-05-05,Home & Kitchen,Mumbai,Direct,Supplier_19,4112.99,5
O101259,2025-05-05,Toys,Mumbai,Referral,Supplier_2,2559.89,1
O101260,2025-05-05,Beauty,Delhi,Referral,Supplier_9,485.11,2
O101261,2025-05-05,Electronics,Chennai,Search Engine,Supplier_8,3694.67,3
O101262,2025-05-05,Electronics,Bangalore,Referral,Supplier_14,4471.16,1
O101263,2025-05-05,Beauty,Bangalore,Social Media,Supplier_9,898.78,1
O101264,2025-05-05,Books,Mumbai,Referral,Supplier_13,3655.39,3
O101265,2025-05-05,Toys,Hyderabad,Social Media,Supplier_18,2280.76,2
O101266,2025-05-05,Clothing,Mumbai,Search Engine,Supplier_6,3793.97,5
O101267,2025-05-05,Home & Kitchen,Delhi,Search Engine,Supplier_3,3598.25,3
O101268,2025-05-05,Clothing,Hyderabad,Search Engine,Supplier_10,230.34,2
O101269,2025-05-05,Beauty,Bangalore,Direct,Supplier_10,975.73,5
O101270,2025-05-05,Electronics,Chennai,Referral,Supplier_10,2408.03,4
O101271,2025-05-05,Electronics,Chennai,Email,Supplier_9,4674.61,3
O101272,2025-05-05,Home & Kitchen,Delhi,Email,Supplier_12,1776.16,3
O101273,2025-05-05,Electronics,Mumbai,Search Engine,Supplier_8,3181.48,2
O101274,2025-05-05,Electronics,Delhi,Referral,Supplier_9,159.21,1
O101275,2025-05-05,Home & Kitchen,Chennai,Social Media,Supplier_17,3584.52,1
O101276,2025-05-05,Toys,Bangalore,Email,Supplier_8,3055.03,2
O101277,2025-05-05,Toys,Chennai,Search Engine,Supplier_18,3605.43,3
O101278,2025-05-05,Home & Kitchen,Hyderabad,Email,Supplier_20,4532.84,3
O101279,2025-05-05,Beauty,Kolkata,Email,Supplier_17,817.84,3
O101280,2025-05-05,Electronics,Chennai,Email,Supplier_6,1381.79,4
O101281,2025-05-05,Electronics,Chennai,Search Engine,Supplier_10,4979.33,1
O101282,2025-05-05,Beauty,Kolkata,Search Engine,Supplier_1,865.79,4
O101283,2025-05-05,Toys,Hyderabad,Direct,Supplier_1,3631.07,3
O101284,2025-05-05,Books,Mumbai,Direct,Supplier_9,3652.87,1
O101285,2025-05-05,Books,Chennai,Direct,Supplier_20,3446.67,3
O101286,2025-05-05,Books,Delhi,Email,Supplier_3,1214.46,3
O101287,2025-05-05,Toys,Chennai,Referral,Supplier_6,1154.16,2
O101288,2025-05-05,Toys,Delhi,Search Engine,Supplier_7,3365.07,1
O101289,2025-05-05,Beauty,Hyderabad,Direct,Supplier_9,1012.63,3
O101290,2025-05-05,Electronics,Chennai,Referral,Supplier_5,3341.66,5
O101291,2025-05-05,Beauty,Hyderabad,Direct,Supplier_16,2513.39,5
O101292,2025-05-05,Beauty,Hyderabad,Direct,Supplier_2,1994.48,3
O101293,2025-05-05,Toys,Mumbai,Referral,Supplier_3,1571.14,2
O101294,2025-05-05,Books,Chennai,Direct,Supplier_3,4743.13,3
O101295,2025-05-05,Clothing,Delhi,Email,Supplier_20,2589.66,5
O101296,2025-05-05,Electronics,Delhi,Email,Supplier_10,2850.13,1
O101297,2025-05-05,Toys,Chennai,Email,Supplier_3,4751.35,2
O101298,2025-05-05,Books,Kolkata,Social Media,Supplier_15,3304.0,3
O101299,2025-05-05,Clothing,Mumbai,Direct,Supplier_14,4793.48,5
O101300,2025-05-05,Clothing,Mumbai,Social Media,Supplier_4,621.2,1
O101301,2025-05-05,Toys,Mumbai,Search Engine,Supplier_10,4248.53,5
O101302,2025-05-05,Home & Kitchen,Delhi,Referral,Supplier_11,1743.53,2
O101303,2025-05-05,Electronics,Hyderabad,Search Engine,Supplier_11,4071.39,4
O101304,2025-05-05,Clothing,Kolkata,Social Media,Supplier_8,4292.62,3
O101305,2025-05-05,Toys,Mumbai,Email,Supplier_9,1430.29,1
O101306,2025-05-05,Toys,Delhi,Direct,Supplier_8,2103.27,2
O101307,2025-05-05,Books,Delhi,Direct,Supplier_12,3657.47,2
O101308,2025-05-05,Home & Kitchen,Hyderabad,Email,Supplier_17,585.37,4
O101309,2025-05-05,Electronics,Chennai,Direct,Supplier_15,3802.11,4
O101310,2025-05-05,Beauty,Chennai,Referral,Supplier_19,641.32,3
O101311,2025-05-05,Books,Mumbai,Referral,Supplier_20,4580.83,3
O101312,2025-05-05,Clothing,Mumbai,Referral,Supplier_6,1454.06,2
O101313,2025-05-05,Clothing,Kolkata,Search Engine,Supplier_5,2920.44,3
O101314,2025-05-05,Books,Hyderabad,Email,Supplier_8,674.05,3
O101315,2025-05-05,Toys,Mumbai,Referral,Supplier_18,1420.52,4
O101316,2025-05-05,Clothing,Hyderabad,Social Media,Supplier_15,2079.38,2
O101317,2025-05-05,Home & Kitchen,Delhi,Referral,Supplier_3,2486.54,5
O101318,2025-05-05,Electronics,Mumbai,Search Engine,Supplier_14,100.33,5
O101319,2025-05-05,Home & Kitchen,Delhi,Social Media,Supplier_15,4454.41,1
O101320,2025-05-05,Clothing,Bangalore,Email,Supplier_13,137.61,4
O101321,2025-05-05,Beauty,Hyderabad,Email,Supplier_20,3891.05,1
O101322,2025-05-05,Electronics,Bangalore,Referral,Supplier_9,2405.84,2
O101323,2025-05-05,Electronics,Mumbai,Social Media,Supplier_17,2667.01,5
O101324,2025-05-05,Books,Delhi,Social Media,Supplier_19,1120.5,5
O101325,2025-05-05,Books,Mumbai,Referral,Supplier_4,3076.1,5
O101326,2025-05-05,Beauty,Bangalore,Referral,Supplier_20,2732.44,1
O101327,2025-05-05,Toys,Mumbai,Direct,Supplier_10,904.76,3
O101328,2025-05-05,Electronics,Kolkata,Direct,Supplier_3,1266.78,1
O101329,2025-05-05,Beauty,Chennai,Referral,Supplier_19,427.83,5
O101330,2025-05-05,Books,Bangalore,Search Engine,Supplier_9,424.79,4
O101331,2025-05-05,Books,Mumbai,Direct,Supplier_5,167.5,4
O101332,2025-05-05,Electronics,Delhi,Referral,Supplier_14,1180.32,1
O101333,2025-05-05,Home & Kitchen,Mumbai,Social Media,Supplier_7,3430.34,1
O101334,2025-05-05,Clothing,Delhi,Direct,Supplier_6,1649.46,2
O101335,2025-05-05,Books,Chennai,Search Engine,Supplier_8,1779.4,1
O101336,2025-05-05,Toys,Mumbai,Email,Supplier_2,746.34,1
O101337,2025-05-05,Toys,Chennai,Social Media,Supplier_14,2919.81,5
O101338,2025-05-05,Books,Bangalore,Search Engine,Supplier_7,1776.5,3
O101339,2025-05-05,Home & Kitchen,Delhi,Search Engine,Supplier_3,3413.95,5
O101340,2025-05-05,Home & Kitchen,Kolkata,Search Engine,Supplier_20,3733.15,3
O101341,2025-05-05,Beauty,Bangalore,Social Media,Supplier_6,2965.0,5
O101342,2025-05-05,Toys,Delhi,Search Engine,Supplier_14,1452.74,5
O101343,2025-05-05,Beauty,Chennai,Email,Supplier_12,2592.18,2
O101344,2025-05-05,Toys,Hyderabad,Direct,Supplier_18,1334.46,3
O101345,2025-05-05,Clothing,Mumbai,Social Media,Supplier_12,4524.27,5
O101346,2025-05-05,Clothing,Chennai,Search Engine,Supplier_7,3855.29,5
O101347,2025-05-05,Electronics,Delhi,Referral,Supplier_5,2515.73,3
O101348,2025-05-05,Beauty,Delhi,Direct,Supplier_12,4830.74,2
O101349,2025-05-05,Books,Delhi,Social Media,Supplier_9,2779.1,3
O101350,2025-05-05,Beauty,Delhi,Referral,Supplier_11,1709.82,2
O101351,2025-05-05,Books,Mumbai,Referral,Supplier_4,567.79,2
O101352,2025-05-05,Home & Kitchen,Bangalore,Search Engine,Supplier_14,2764.35,4
O101353,2025-05-05,Beauty,Kolkata,Social Media,Supplier_12,4316.04,2
O101354,2025-05-05,Home & Kitchen,Hyderabad,Search Engine,Supplier_18,4346.92,4
O101355,2025-05-05,Clothing,Mumbai,Email,Supplier_7,3062.38,1
O101356,2025-05-05,Clothing,Delhi,Referral,Supplier_1,2027.85,2
O101357,2025-05-05,Electronics,Mumbai,Email,Supplier_13,3286.45,3
O101358,2025-05-05,Beauty,Chennai,Search Engine,Supplier_16,3834.49,4
O101359,2025-05-05,Home & Kitchen,Kolkata,Direct,Supplier_5,2116.96,1
O101360,2025-05-05,Books,Delhi,Referral,Supplier_19,2433.65,1
O101361,2025-05-05,Clothing,Hyderabad,Direct,Supplier_9,3435.02,2
O101362,2025-05-05,Clothing,Delhi,Social Media,Supplier_9,4395.6,3
O101363,2025-05-05,Books,Kolkata,Referral,Supplier_12,3975.95,2
O101364,2025-05-05,Home & Kitchen,Hyderabad,Email,Supplier_18,209.72,5
O101365,2025-05-05,Home & Kitchen,Kolkata,Direct,Supplier_10,709.42,1
O101366,2025-05-05,Beauty,Hyderabad,Social Media,Supplier_17,4278.61,5
O101367,2025-05-05,Beauty,Bangalore,Referral,Supplier_19,4185.73,5
O101368,2025-05-05,Toys,Bangalore,Social Media,Supplier_11,2005.15,4
O101369,2025-05-05,Toys,Mumbai,Email,Supplier_16,2962.96,5
O101370,2025-05-05,Electronics,Mumbai,Referral,Supplier_8,4538.64,1
O101371,2025-05-05,Clothing,Hyderabad,Social Media,Supplier_15,4566.64,1
O101372,2025-05-05,Beauty,Delhi,Search Engine,Supplier_11,3937.15,3
O101373,2025-05-05,Home & Kitchen,Chennai,Referral,Supplier_7,1126.99,2
O101374,2025-05-05,Books,Chennai,Referral,Supplier_2,3678.39,3
O101375,2025-05-05,Home & Kitchen,Delhi,Referral,Supplier_19,595.38,3
O101376,2025-05-05,Clothing,Delhi,Referral,Supplier_9,4480.3,2
O101377,2025-05-05,Toys,Bangalore,Search Engine,Supplier_18,830.83,1
O101378,2025-05-05,Home & Kitchen,Chennai,Email,Supplier_13,3345.51,4
O101379,2025-05-05,Electronics,Hyderabad,Search Engine,Supplier_1,3090.19,5
O101380,2025-05-05,Clothing,Kolkata,Search Engine,Supplier_19,3906.81,4
O101381,2025-05-05,Toys,Mumbai,Social Media,Supplier_13,2802.73,5
O101382,2025-05-05,Books,Kolkata,Direct,Supplier_14,391.88,2
O101383,2025-05-05,Toys,Bangalore,Direct,Supplier_17,3558.65,2
O101384,2025-05-05,Electronics,Chennai,Social Media,Supplier_20,1977.46,3
O101385,2025-05-05,Clothing,Delhi,Search Engine,Supplier_1,1669.4,2
O101386,2025-05-05,Books,Chennai,Social Media,Supplier_5,4959.2,5
O101387,2025-05-05,Electronics,Hyderabad,Referral,Supplier_20,2992.96,4
O101388,2025-05-05,Toys,Bangalore,Social Media,Supplier_14,3582.52,4
O101389,2025-05-05,Electronics,Delhi,Social Media,Supplier_18,2679.0,4
O101390,2025-05-05,Clothing,Kolkata,Referral,Supplier_13,3872.87,4
O101391,2025-05-05,Beauty,Hyderabad,Direct,Supplier_12,3785.16,3
O101392,2025-05-05,Electronics,Kolkata,Referral,Supplier_15,3320.02,4
O101393,2025-05-05,Electronics,Mumbai,Email,Supplier_4,4988.94,5
O101394,2025-05-05,Toys,Bangalore,Social Media,Supplier_9,2352.99,3
O101395,2025-05-05,Toys,Hyderabad,Social Media,Supplier_3,3560.34,3
O101396,2025-05-05,Books,Hyderabad,Direct,Supplier_11,4009.11,3
O101397,2025-05-05,Toys,Kolkata,Search Engine,Supplier_15,1942.57,2
O101398,2025-05-05,Home & Kitchen,Delhi,Referral,Supplier_16,2340.16,3
O101399,2025-05-05,Clothing,Mumbai,Search Engine,Supplier_7,4848.92,5
O101400,2025-05-05,Clothing,Kolkata,Email,Supplier_7,258.23,4
O101401,2025-05-05,Beauty,Hyderabad,Referral,Supplier_9,1742.95,2
O101402,2025-05-05,Beauty,Bangalore,Email,Supplier_17,2482.44,4
O101403,2025-05-05,Clothing,Hyderabad,Email,Supplier_13,107.18,1
O101404,2025-05-05,Beauty,Chennai,Email,Supplier_9,4505.72,2
O101405,2025-05-05,Books,Bangalore,Referral,Supplier_9,1502.6,5
O101406,2025-05-05,Toys,Bangalore,Referral,Supplier_20,1362.75,2
O101407,2025-05-05,Clothing,Hyderabad,Direct,Supplier_12,4119.6,3
O101408,2025-05-05,Beauty,Delhi,Social Media,Supplier_19,1462.12,2
O101409,2025-05-05,Clothing,Bangalore,Search Engine,Supplier_15,3322.35,3
O101410,2025-05-05,Home & Kitchen,Chennai,Search Engine,Supplier_18,4125.37,4
O101411,2025-05-05,Electronics,Kolkata,Email,Supplier_8,3983.14,2
O101412,2025-05-05,Toys,Delhi,Referral,Supplier_6,3931.56,2
O101413,2025-05-05,Clothing,Delhi,Referral,Supplier_6,534.32,5
O101414,2025-05-05,Electronics,Delhi,Email,Supplier_3,491.25,1
O101415,2025-05-05,Beauty,Bangalore,Social Media,Supplier_3,1603.17,2
O101416,2025-05-05,Electronics,Delhi,Search Engine,Supplier_2,276.14,4
O101417,2025-05-05,Toys,Hyderabad,Direct,Supplier_5,2552.11,3
O101418,2025-05-05,Clothing,Delhi,Social Media,Supplier_20,2034.43,4
O101419,2025-05-05,Home & Kitchen,Chennai,Referral,Supplier_12,2829.43,5
O101420,2025-05-05,Beauty,Mumbai,Email,Supplier_6,1564.06,2
O101421,2025-05-05,Clothing,Chennai,Search Engine,Supplier_16,2480.19,1
O101422,2025-05-05,Toys,Bangalore,Email,Supplier_5,1740.25,1
O101423,2025-05-05,Beauty,Delhi,Referral,Supplier_6,1056.52,2
O101424,2025-05-05,Books,Delhi,Email,Supplier_4,3281.9,1
O101425,2025-05-05,Electronics,Hyderabad,Search Engine,Supplier_14,3399.84,4
O101426,2025-05-05,Toys,Kolkata,Email,Supplier_3,4163.24,3
O101427,2025-05-05,Books,Delhi,Search Engine,Supplier_17,4386.28,2
O101428,2025-05-05,Clothing,Chennai,Email,Supplier_5,3551.86,3
O101429,2025-05-05,Home & Kitchen,Bangalore,Email,Supplier_6,3468.74,1
O101430,2025-05-05,Beauty,Mumbai,Search Engine,Supplier_20,377.71,5
O101431,2025-05-05,Electronics,Delhi,Email,Supplier_4,637.92,3
O101432,2025-05-05,Beauty,Mumbai,Social Media,Supplier_13,4081.56,5
O101433,2025-05-05,Clothing,Delhi,Direct,Supplier_8,1241.46,4
O101434,2025-05-05,Beauty,Bangalore,Social Media,Supplier_11,1842.27,5
O101435,2025-05-05,Electronics,Kolkata,Direct,Supplier_19,811.96,3
O101436,2025-05-05,Clothing,Chennai,Social Media,Supplier_5,1056.24,3
O101437,2025-05-05,Beauty,Bangalore,Direct,Supplier_5,3899.54,2
O101438,2025-05-05,Home & Kitchen,Mumbai,Email,Supplier_3,1383.11,5
O101439,2025-05-05,Toys,Delhi,Search Engine,Supplier_2,2300.27,4
O101440,2025-05-05,Clothing,Mumbai,Search Engine,Supplier_3,843.19,2
O101441,2025-05-05,Toys,Chennai,Referral,Supplier_15,3421.86,2
O101442,2025-05-05,Clothing,Bangalore,Direct,Supplier_7,3668.52,4
O101443,2025-05-05,Home & Kitchen,Mumbai,Referral,Supplier_3,1872.29,2
O101444,2025-05-05,Toys,Mumbai,Referral,Supplier_15,3945.26,4
O101445,2025-05-05,Books,Chennai,Direct,Supplier_11,1275.54,1
O101446,2025-05-05,Electronics,Delhi,Search Engine,Supplier_16,3490.33,2
O101447,2025-05-05,Books,Mumbai,Direct,Supplier_13,3676.83,3
O101448,2025-05-05,Beauty,Chennai,Email,Supplier_2,4846.42,1
O101449,2025-05-05,Home & Kitchen,Delhi,Referral,Supplier_20,1238.38,2
O101450,2025-05-05,Books,Kolkata,Referral,Supplier_12,559.18,4
O101451,2025-05-05,Clothing,Delhi,Direct,Supplier_7,1388.87,1
O101452,2025-05-05,Beauty,Kolkata,Referral,Supplier_1,702.02,1
O101453,2025-05-05,Beauty,Bangalore,Search Engine,Supplier_14,931.5,3
O101454,2025-05-05,Books,Chennai,Referral,Supplier_10,1737.16,2
O101455,2025-05-05,Books,Delhi,Direct,Supplier_3,2128.55,2
O101456,2025-05-05,Home & Kitchen,Kolkata,Search Engine,Supplier_11,4528.25,4
O101457,2025-05-05,Electronics,Kolkata,Search Engine,Supplier_20,1058.52,1
O101458,2025-05-05,Books,Bangalore,Referral,Supplier_15,4861.62,3
O101459,2025-05-05,Books,Hyderabad,Direct,Supplier_6,4069.75,4
O101460,2025-05-05,Toys,Chennai,Referral,Supplier_18,4419.21,4
O101461,2025-05-05,Clothing,Hyderabad,Email,Supplier_13,4654.28,3
O101462,2025-05-05,Toys,Delhi,Email,Supplier_15,3790.88,2
O101463,2025-05-05,Toys,Chennai,Search Engine,Supplier_3,3965.02,3
O101464,2025-05-05,Beauty,Bangalore,Referral,Supplier_15,2245.31,2
O101465,2025-05-05,Electronics,Delhi,Email,Supplier_1,2601.21,5
O101466,2025-05-05,Clothing,Chennai,Social Media,Supplier_10,4669.18,1
O101467,2025-05-05,Home & Kitchen,Chennai,Email,Supplier_18,1953.45,3
O101468,2025-05-05,Home & Kitchen,Hyderabad,Referral,Supplier_8,305.54,4
O101469,2025-05-05,Books,Delhi,Referral,Supplier_12,3837.5,2
O101470,2025-05-05,Books,Bangalore,Email,Supplier_5,2908.47,1
O101471,2025-05-05,Home & Kitchen,Bangalore,Referral,Supplier_1,4092.89,1
O101472,2025-05-05,Books,Delhi,Referral,Supplier_8,470.2,3
O101473,2025-05-05,Electronics,Delhi,Social Media,Supplier_5,3144.04,4
O101474,2025-05-05,Toys,Kolkata,Search Engine,Supplier_17,1313.76,3
O101475,2025-05-05,Books,Mumbai,Referral,Supplier_15,4526.02,4
O101476,2025-05-05,Beauty,Hyderabad,Direct,Supplier_4,638.56,5
O101477,2025-05-05,Books,Delhi,Search Engine,Supplier_13,4231.04,3
O101478,2025-05-05,Clothing,Delhi,Search Engine,Supplier_17,533.92,2
O101479,2025-05-05,Electronics,Mumbai,Direct,Supplier_13,222.98,3
O101480,2025-05-05,Clothing,Mumbai,Email,Supplier_2,1251.79,3
O101481,2025-05-05,Clothing,Chennai,Social Media,Supplier_4,1731.92,5
O101482,2025-05-05,Beauty,Bangalore,Referral,Supplier_2,3169.99,5
O101483,2025-05-05,Electronics,Hyderabad,Email,Supplier_12,745.45,3
O101484,2025-05-05,Electronics,Chennai,Direct,Supplier_19,2242.92,4
O101485,2025-05-05,Electronics,Delhi,Social Media,Supplier_18,1100.89,5
O101486,2025-05-05,Electronics,Mumbai,Social Media,Supplier_10,4290.99,5
O101487,2025-05-05,Electronics,Kolkata,Social Media,Supplier_5,320.34,4
O101488,2025-05-05,Beauty,Bangalore,Direct,Supplier_11,1844.09,1
O101489,2025-05-05,Books,Chennai,Email,Supplier_1,3193.73,5
O101490,2025-05-05,Clothing,Kolkata,Referral,Supplier_3,4574.13,5
O101491,2025-05-05,Electronics,Bangalore,Social Media,Supplier_17,4353.17,4
O101492,2025-05-05,Books,Kolkata,Social Media,Supplier_15,4486.44,4
O101493,2025-05-05,Books,Mumbai,Email,Supplier_14,407.98,3
O101494,2025-05-05,Clothing,Chennai,Social Media,Supplier_15,4220.52,3
O101495,2025-05-05,Beauty,Chennai,Social Media,Supplier_16,3921.57,1
O101496,2025-05-05,Home & Kitchen,Bangalore,Direct,Supplier_4,4521.92,1
O101497,2025-05-05,Home & Kitchen,Kolkata,Search Engine,Supplier_19,1626.72,1
O101498,2025-05-05,Books,Mumbai,Email,Supplier_8,4567.65,2
O101499,2025-05-05,Toys,Delhi,Email,Supplier_6,2072.94,4
O101500,2025-05-06,Toys,Chennai,Email,Supplier_16,3207.09,5
O101501,2025-05-06,Clothing,Delhi,Direct,Supplier_3,2178.48,4
O101502,2025-05-06,Home & Kitchen,Mumbai,Direct,Supplier_8,2195.48,4
O101503,2025-05-06,Books,Chennai,Referral,Supplier_5,2778.52,1
O101504,2025-05-06,Beauty,Chennai,Direct,Supplier_5,1844.04,4
O101505,2025-05-06,Home & Kitchen,Kolkata,Email,Supplier_12,3984.41,2
O101506,2025-05-06,Books,Delhi,Referral,Supplier_1,3204.83,5
O101507,2025-05-06,Books,Kolkata,Search Engine,Supplier_7,3479.8,1
O101508,2025-05-06,Electronics,Hyderabad,Social Media,Supplier_11,1232.07,3
O101509,2025-05-06,Beauty,Delhi,Social Media,Supplier_10,4850.92,5
O101510,2025-05-06,Electronics,Delhi,Referral,Supplier_3,3334.86,3
O101511,2025-05-06,Clothing,Hyderabad,Search Engine,Supplier_8,1066.26,3
O101512,2025-05-06,Electronics,Mumbai,Social Media,Supplier_1,3777.4,4
O101513,2025-05-06,Electronics,Mumbai,Referral,Supplier_8,951.2,5
O101514,2025-05-06,Home & Kitchen,Chennai,Direct,Supplier_20,410.59,2
O101515,2025-05-06,Toys,Bangalore,Email,Supplier_11,2685.01,4
O101516,2025-05-06,Books,Kolkata,Search Engine,Supplier_7,2812.27,3
O101517,2025-05-06,Beauty,Bangalore,Social Media,Supplier_16,1025.93,5
O101518,2025-05-06,Electronics,Chennai,Email,Supplier_7,1807.06,4
O101519,2025-05-06,Beauty,Bangalore,Referral,Supplier_13,4734.27,5
O101520,2025-05-06,Toys,Delhi,Social Media,Supplier_10,1496.52,1
O101521,2025-05-06,Toys,Delhi,Email,Supplier_17,862.28,2
O101522,2025-05-06,Electronics,Hyderabad,Direct,Supplier_3,4963.55,2
O101523,2025-05-06,Clothing,Hyderabad,Search Engine,Supplier_7,1581.3,2
O101524,2025-05-06,Electronics,Chennai,Referral,Supplier_11,3433.24,3
O101525,2025-05-06,Home & Kitchen,Chennai,Social Media,Supplier_13,1234.64,3
O101526,2025-05-06,Books,Chennai,Direct,Supplier_5,2795.59,2
O101527,2025-05-06,Clothing,Delhi,Search Engine,Supplier_19,1992.78,5
O101528,2025-05-06,Electronics,Bangalore,Search Engine,Supplier_15,4811.74,1
O101529,2025-05-06,Beauty,Kolkata,Direct,Supplier_1,2220.75,3
O101530,2025-05-06,Clothing,Chennai,Social Media,Supplier_5,2962.45,4
O101531,2025-05-06,Clothing,Chennai,Search Engine,Supplier_13,4729.35,4
O101532,2025-05-06,Electronics,Delhi,Referral,Supplier_10,4947.25,3
O101533,2025-05-06,Clothing,Kolkata,Email,Supplier_5,598.13,2
O101534,2025-05-06,Beauty,Delhi,Referral,Supplier_1,4188.17,5
O101535,2025-05-06,Toys,Kolkata,Search Engine,Supplier_10,1972.37,1
O101536,2025-05-06,Clothing,Delhi,Email,Supplier_18,3014.66,4
O101537,2025-05-06,Toys,Bangalore,Direct,Supplier_8,1937.74,3
O101538,2025-05-06,Beauty,Chennai,Email,Supplier_20,2065.47,5
O101539,2025-05-06,Electronics,Mumbai,Email,Supplier_3,878.4,2
O101540,2025-05-06,Books,Mumbai,Email,Supplier_19,2906.56,1
O101541,2025-05-06,Clothing,Chennai,Search Engine,Supplier_19,2778.91,1
O101542,2025-05-06,Books,Chennai,Social Media,Supplier_2,1027.84,4
O101543,2025-05-06,Beauty,Chennai,Search Engine,Supplier_17,2754.48,4
O101544,2025-05-06,Clothing,Chennai,Social Media,Supplier_16,4868.2,3
O101545,2025-05-06,Toys,Kolkata,Direct,Supplier_10,3600.6,1
O101546,2025-05-06,Home & Kitchen,Bangalore,Direct,Supplier_16,2456.81,2
O101547,2025-05-06,Books,Mumbai,Direct,Supplier_5,4588.81,2
O101548,2025-05-06,Clothing,Hyderabad,Direct,Supplier_20,2919.04,3
O101549,2025-05-06,Books,Mumbai,Direct,Supplier_3,761.74,1
O101550,2025-05-06,Clothing,Mumbai,Referral,Supplier_3,2782.8,4
O101551,2025-05-06,Electronics,Delhi,Search Engine,Supplier_2,986.77,2
O101552,2025-05-06,Toys,Chennai,Social Media,Supplier_4,3860.77,5
O101553,2025-05-06,Books,Chennai,Direct,Supplier_18,4839.15,3
O101554,2025-05-06,Home & Kitchen,Chennai,Referral,Supplier_2,1868.01,2
O101555,2025-05-06,Home & Kitchen,Delhi,Referral,Supplier_6,2231.1,5
O101556,2025-05-06,Beauty,Bangalore,Referral,Supplier_3,2165.33,5
O101557,2025-05-06,Clothing,Bangalore,Search Engine,Supplier_3,1497.97,2
O101558,2025-05-06,Books,Hyderabad,Direct,Supplier_2,3991.48,3
O101559,2025-05-06,Beauty,Bangalore,Referral,Supplier_3,3126.87,5
O101560,2025-05-06,Books,Bangalore,Referral,Supplier_17,413.85,5
O101561,2025-05-06,Clothing,Chennai,Direct,Supplier_14,4210.15,1
O101562,2025-05-06,Home & Kitchen,Kolkata,Search Engine,Supplier_7,1016.73,1
O101563,2025-05-06,Electronics,Mumbai,Referral,Supplier_6,4897.84,1
O101564,2025-05-06,Home & Kitchen,Bangalore,Social Media,Supplier_8,1945.65,5
O101565,2025-05-06,Beauty,Bangalore,Email,Supplier_19,3120.6,5
O101566,2025-05-06,Toys,Delhi,Email,Supplier_19,481.34,3
O101567,2025-05-06,Electronics,Hyderabad,Email,Supplier_12,1788.85,4
O101568,2025-05-06,Beauty,Kolkata,Search Engine,Supplier_5,4031.53,1
O101569,2025-05-06,Clothing,Delhi,Referral,Supplier_5,2438.32,4
O101570,2025-05-06,Electronics,Chennai,Email,Supplier_14,4532.56,1
O101571,2025-05-06,Beauty,Mumbai,Email,Supplier_17,2918.18,1
O101572,2025-05-06,Clothing,Hyderabad,Direct,Supplier_16,4650.0,3
O101573,2025-05-06,Home & Kitchen,Delhi,Referral,Supplier_4,4914.79,3
O101574,2025-05-06,Toys,Bangalore,Referral,Supplier_8,2324.08,2
O101575,2025-05-06,Clothing,Bangalore,Direct,Supplier_3,2869.27,1
O101576,2025-05-06,Books,Hyderabad,Referral,Supplier_5,4191.11,1
O101577,2025-05-06,Clothing,Bangalore,Social Media,Supplier_7,1185.51,1
O101578,2025-05-06,Clothing,Delhi,Search Engine,Supplier_18,4321.98,3
O101579,2025-05-06,Toys,Delhi,Direct,Supplier_8,3000.41,1
O101580,2025-05-06,Books,Bangalore,Email,Supplier_11,3654.95,2
O101581,2025-05-06,Beauty,Bangalore,Referral,Supplier_14,491.28,5
O101582,2025-05-06,Beauty,Chennai,Social Media,Supplier_18,3854.32,2
O101583,2025-05-06,Clothing,Mumbai,Social Media,Supplier_13,1622.86,5
O101584,2025-05-06,Books,Hyderabad,Search Engine,Supplier_6,4045.64,3
O101585,2025-05-06,Books,Delhi,Social Media,Supplier_13,2594.85,4
O101586,2025-05-06,Toys,Hyderabad,Referral,Supplier_1,1445.61,3
O101587,2025-05-06,Home & Kitchen,Chennai,Referral,Supplier_11,4768.52,4
O101588,2025-05-06,Beauty,Delhi,Social Media,Supplier_7,3848.81,5
O101589,2025-05-06,Toys,Chennai,Referral,Supplier_10,4929.86,4
O101590,2025-05-06,Electronics,Chennai,Referral,Supplier_2,1885.9,5
O101591,2025-05-06,Beauty,Kolkata,Email,Supplier_16,3281.18,4
O101592,2025-05-06,Toys,Bangalore,Direct,Supplier_5,3096.78,5
O101593,2025-05-06,Beauty,Kolkata,Referral,Supplier_16,3469.03,4
O101594,2025-05-06,Home & Kitchen,Hyderabad,Referral,Supplier_16,287.75,5
O101595,2025-05-06,Electronics,Hyderabad,Search Engine,Supplier_15,1529.42,2
O101596,2025-05-06,Home & Kitchen,Bangalore,Direct,Supplier_9,4555.75,1
O101597,2025-05-06,Electronics,Kolkata,Direct,Supplier_1,2176.72,2
O101598,2025-05-06,Clothing,Hyderabad,Direct,Supplier_9,4807.15,3
O101599,2025-05-06,Toys,Kolkata,Social Media,Supplier_11,1146.17,4
O101600,2025-05-06,Electronics,Bangalore,Email,Supplier_5,4987.38,5
O101601,2025-05-06,Home & Kitchen,Delhi,Email,Supplier_6,3518.15,2
